Data from North Dakota Agricultural Weather Network https://ndawn.ndsu.nodak.edu,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Observation Table for January 1 1990 to March 1 2025,,,,,,,,,,,,,,,,,,,,,,,,,
Flag Definition Line: M - Missing; E - Estimated; N/A - Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
,deg,deg,ft,,,,Degrees C,,Degrees C,Degrees C,,Degrees C,,Degrees C,Degrees C,,Degrees C,,Degrees C,Degrees C,mm,,mm,%,
Streeter,46.71797,-99.46081,1944,1990,10,07,7.95,,15.339,-7.389,,-7.26,,2.761,-10.021,,0.345,,9.05,-8.705,0,,1.524,79,
Streeter,46.71797,-99.46081,1944,1990,10,08,10.84,,15.006,-4.166,,-5.708,,2.528,-8.236,,2.566,,8.767,-6.201,0,,1.524,78,
Streeter,46.71797,-99.46081,1944,1990,10,09,14.65,,14.717,-0.067,,-3.416,,2.25,-5.666,,5.617,,8.483,-2.866,0,,1.27,78,
Streeter,46.71797,-99.46081,1944,1990,10,10,17.67,,14.383,3.287,,0.67,,1.972,-1.302,,9.17,,8.178,0.992,0.229,,1.27,78,
Streeter,46.71797,-99.46081,1944,1990,10,11,10.5,,14.106,-3.606,,-2.413,,1.739,-4.152,,4.044,,7.922,-3.878,0.635,,1.27,78,
Streeter,46.71797,-99.46081,1944,1990,10,12,12.65,,13.772,-1.122,,-5.331,,1.467,-6.798,,3.659,,7.622,-3.963,0,,1.27,78,
Streeter,46.71797,-99.46081,1944,1990,10,13,14.58,,13.489,1.091,,2.15,,1.222,0.928,,8.365,,7.356,1.009,0.152,,1.524,77,
Streeter,46.71797,-99.46081,1944,1990,10,14,11.77,,13.156,-1.386,,-2.75,,0.944,-3.694,,4.51,,7.05,-2.54,0.127,,1.27,77,
Streeter,46.71797,-99.46081,1944,1990,10,15,14.79,,12.822,1.968,,-3.223,,0.711,-3.934,,5.784,,6.767,-0.983,0,,1.524,77,
Streeter,46.71797,-99.46081,1944,1990,10,16,13.95,,12.533,1.417,,0.934,,0.433,0.501,,7.442,,6.483,0.959,8.001,,1.524,79,
Streeter,46.71797,-99.46081,1944,1990,10,17,2.906,,12.2,-9.294,,-8.69,,0.156,-8.846,,-2.892,,6.178,-9.069,9.881,,1.524,81,
Streeter,46.71797,-99.46081,1944,1990,10,18,3.5,,11.872,-8.372,,-10.26,,-0.072,-10.188,,-3.38,,5.9,-9.28,0,,1.27,81,
Streeter,46.71797,-99.46081,1944,1990,10,19,9.49,,11.594,-2.104,,-0.614,,-0.35,-0.264,,4.438,,5.622,-1.184,0.229,,1.524,80,
Streeter,46.71797,-99.46081,1944,1990,10,20,7.37,,11.261,-3.891,,-5.155,,-0.583,-4.572,,1.108,,5.339,-4.231,0,,1.27,80,
Streeter,46.71797,-99.46081,1944,1990,10,21,9.49,,10.928,-1.438,,-6.709,,-0.85,-5.859,,1.391,,5.039,-3.648,0,,1.27,80,
Streeter,46.71797,-99.46081,1944,1990,10,22,15.96,,10.606,5.354,,-0.723,,-1.083,0.361,,7.619,,4.761,2.858,0,,1.016,80,
Streeter,46.71797,-99.46081,1944,1990,10,23,11.18,,10.317,0.863,,-2.399,,-1.361,-1.038,,4.391,,4.478,-0.087,0,,1.27,79,
Streeter,46.71797,-99.46081,1944,1990,10,24,11.02,,9.994,1.026,,-6.334,,-1.639,-4.695,,2.343,,4.178,-1.834,0,,1.27,79,
Streeter,46.71797,-99.46081,1944,1990,10,25,19.78,,9.661,10.119,,-1.16,,-1.872,0.712,,9.31,,3.894,5.416,0,,1.016,79,
Streeter,46.71797,-99.46081,1944,1990,10,26,24.87,,9.383,15.487,,5.059,,-2.139,7.198,,14.964,,3.622,11.342,0,,1.016,79,
Streeter,46.71797,-99.46081,1944,1990,10,27,9.36,,9.05,0.31,,-2.49,,-2.372,-0.118,,3.435,,3.339,0.096,0,,1.27,78,
Streeter,46.71797,-99.46081,1944,1990,10,28,15.43,,8.728,6.702,,-4.769,,-2.65,-2.119,,5.331,,3.039,2.292,0,,1.016,78,
Streeter,46.71797,-99.46081,1944,1990,10,29,17.06,,8.439,8.621,,0.967,,-2.872,3.839,,9.014,,2.783,6.231,0,,1.016,78,
Streeter,46.71797,-99.46081,1944,1990,10,30,18.3,,8.117,10.183,,-1.486,,-3.15,1.664,,8.407,,2.483,5.924,0,,0.762,78,
Streeter,46.71797,-99.46081,1944,1990,10,31,21.99,,7.789,14.201,,1.412,,-3.372,4.784,,11.701,,2.211,9.49,0,,1.016,78,
Streeter,46.71797,-99.46081,1944,1990,11,01,15.33,,7.511,7.819,,2.361,,-3.639,6,,8.846,,1.933,6.912,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,1990,11,02,4.806,,7.178,-2.372,,-5.766,,-3.872,-1.894,,-0.48,,1.656,-2.136,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,1990,11,03,1.452,,6.9,-5.448,,-10.38,,-4.139,-6.241,,-4.464,,1.378,-5.842,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,11,04,5.037,,6.578,-1.541,,-12.15,,-4.361,-7.789,,-3.556,,1.111,-4.667,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,1990,11,05,6.104,,6.3,-0.196,,-7.78,,-4.583,-3.197,,-0.838,,0.861,-1.699,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,1990,11,06,-2.5,,5.978,-8.478,,-11.97,,-4.861,-7.109,,-7.235,,0.556,-7.791,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,11,07,5.154,,5.7,-0.546,,-13.84,,-5.089,-8.751,,-4.343,,0.306,-4.648,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,1990,11,08,7.34,,5.372,1.968,,-4.594,,-5.356,0.762,,1.373,,0.011,1.362,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,11,09,4.903,,5.094,-0.192,,-7.19,,-5.578,-1.612,,-1.143,,-0.239,-0.904,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,1990,11,10,3.862,,4.817,-0.954,,-8,,-5.8,-2.2,,-2.069,,-0.489,-1.58,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,11,11,3.822,,4.494,-0.672,,-5.184,,-6.067,0.883,,-0.681,,-0.783,0.103,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,11,12,2.348,,4.217,-1.869,,-8.46,,-6.289,-2.171,,-3.056,,-1.033,-2.023,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,11,13,14.96,,3.939,11.021,,-5.683,,-6.511,0.828,,4.639,,-1.283,5.922,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,11,14,15.01,,3.661,11.349,,0.303,,-6.733,7.036,,7.657,,-1.539,9.196,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,11,15,6.253,,3.328,2.925,,-3.093,,-7,3.907,,1.58,,-1.833,3.413,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,11,16,9.86,,3.05,6.81,,-7.74,,-7.217,-0.523,,1.06,,-2.083,3.143,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1990,11,17,12.92,,2.772,10.148,,-3.711,,-7.439,3.728,,4.604,,-2.333,6.938,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,11,18,5.74,,2.494,3.246,,-3.997,,-7.661,3.664,,0.872,,-2.583,3.455,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,11,19,11.9,,2.211,9.689,,-3.73,,-7.883,4.153,,4.085,,-2.839,6.924,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,11,20,10.23,,1.933,8.297,,0.436,,-8.15,8.586,,5.333,,-3.111,8.444,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1990,11,21,9.4,,1.656,7.744,,-4.302,,-8.372,4.07,,2.549,,-3.361,5.91,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,11,22,7.27,,1.378,5.892,,-7.76,,-8.594,0.834,,-0.245,,-3.611,3.366,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,11,23,6.343,E,1.1,5.243,E,-6.402,,-8.817,2.414,,-0.029,E,-3.861,3.832,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1990,11,24,11.7,,0.822,10.878,,-10.01,,-9.028,-0.982,,0.845,,-4.106,4.951,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,11,25,-6.121,,0.544,-6.666,,-11.88,,-9.25,-2.63,,-9.001,,-4.356,-4.645,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1990,11,26,-5.959,,0.311,-6.27,,-14.99,,-9.472,-5.518,,-10.474,,-4.578,-5.897,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1990,11,27,-6.843,,0.033,-6.876,,-16.67,,-9.694,-6.976,,-11.756,,-4.833,-6.923,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,11,28,-2.322,,-0.239,-2.083,,-15.64,,-9.917,-5.723,,-8.981,,-5.078,-3.903,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1990,11,29,7.31,,-0.522,7.832,,-12.25,,-10.139,-2.111,,-2.47,,-5.328,2.858,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1990,11,30,7.47,,-0.75,8.22,,-10.35,,-10.361,0.011,,-1.44,,-5.556,4.116,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,01,-1.822,,-1.028,-0.794,,-13.98,,-10.583,-3.397,,-7.901,,-5.806,-2.096,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,02,-3.551,,-1.261,-2.29,,-15.16,,-10.806,-4.354,,-9.356,,-6.033,-3.322,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,03,-6.551,,-1.539,-5.012,,-16.14,,-10.983,-5.157,,-11.346,,-6.261,-5.084,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1990,12,04,-2.336,,-1.761,-0.575,,-20.36,,-11.2,-9.16,,-11.348,,-6.478,-4.87,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,05,3.26,,-1.994,5.254,,-6.17,,-11.417,5.247,,-1.455,,-6.706,5.251,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,06,2.071,,-2.267,4.338,,-7.83,,-11.633,3.803,,-2.879,,-6.95,4.071,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,07,6.039,,-2.489,8.528,,-4.657,,-11.856,7.198,,0.691,,-7.172,7.863,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,08,9.95,,-2.722,12.672,,-5.516,,-12.033,6.517,,2.217,,-7.378,9.595,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,09,8.88,,-2.944,11.824,,-1.122,,-12.256,11.133,,3.879,,-7.6,11.479,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1990,12,10,5.115,,-3.167,8.282,,-4.686,,-12.478,7.792,,0.214,,-7.822,8.037,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,11,1.15,,-3.389,4.539,,-7.97,,-12.65,4.68,,-3.41,,-8.022,4.612,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,12,0.368,,-3.611,3.979,,-10.93,,-12.867,1.937,,-5.281,,-8.239,2.958,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,13,-3.808,,-3.833,0.026,,-17.97,,-13.039,-4.931,,-10.889,,-8.433,-2.456,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,14,3.27,,-4.056,7.326,,-12.61,,-13.261,0.651,,-4.67,,-8.661,3.991,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1990,12,15,2.119,,-4.228,6.347,,-14.3,,-13.439,-0.861,,-6.091,,-8.833,2.743,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,16,2.971,,-4.444,7.416,,-12.36,,-13.65,1.29,,-4.694,,-9.05,4.356,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,17,-8.15,,-4.617,-3.533,,-19.3,,-13.828,-5.472,,-13.725,,-9.222,-4.503,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,18,-9.29,,-4.783,-4.507,,-16.61,,-13.994,-2.616,,-12.95,,-9.389,-3.561,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,19,-16.62,,-5,-11.62,,-26.03,,-14.217,-11.813,,-21.325,,-9.606,-11.719,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,20,-25.81,,-5.167,-20.643,,-29.59,,-14.378,-15.212,,-27.7,,-9.772,-17.928,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,21,-27.36,,-5.328,-22.032,,-29.64,,-14.544,-15.096,,-28.5,,-9.933,-18.567,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,22,-24.56,,-5.489,-19.071,,-31.46,,-14.711,-16.749,,-28.01,,-10.1,-17.91,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,23,-11.15,,-5.656,-5.494,,-32.24,,-14.889,-17.351,,-21.695,,-10.272,-11.423,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,24,-7.13,,-5.767,-1.363,,-23.08,,-15.056,-8.024,,-15.105,,-10.411,-4.694,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,25,-23.12,,-5.933,-17.187,,-33.36,,-15.222,-18.138,,-28.24,,-10.578,-17.662,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,26,-15.381,E,-6.044,-9.336,E,-33.688,E,-15.389,-18.299,E,-24.534,E,-10.717,-13.818,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,27,-3.939,,-6.2,2.261,,-20.4,,-15.544,-4.856,,-12.169,,-10.872,-1.297,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,28,-10.25,,-6.3,-3.95,,-29.18,,-15.711,-13.469,,-19.715,,-11.006,-8.709,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,29,-27.93,,-6.411,-21.519,,-33.58,,-15.878,-17.702,,-30.755,,-11.144,-19.611,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,30,-20.466,E,-6.522,-13.944,E,-33.974,E,-15.989,-17.985,E,-27.22,E,-11.256,-15.964,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1990,12,31,-7.62,,-6.622,-0.998,,-20.72,,-16.156,-4.564,,-14.17,,-11.389,-2.781,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,01,01,-7.21,,-6.728,-0.482,,-27.7,,-16.267,-11.433,,-17.455,,-11.5,-5.955,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,01,02,-17.95,,-6.828,-11.122,,-28.64,,-16.428,-12.212,,-23.295,,-11.628,-11.667,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,01,03,-18.24,,-6.883,-11.357,,-24.78,,-16.539,-8.241,,-21.51,,-11.711,-9.799,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,01,04,-12.34,,-6.983,-5.357,,-25.13,,-16.65,-8.48,,-18.735,,-11.817,-6.918,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,01,05,-15.05,,-7.039,-8.011,,-26.17,,-16.761,-9.409,,-20.61,,-11.9,-8.71,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,01,06,-16.34,,-7.094,-9.246,,-27.84,,-16.872,-10.968,,-22.09,,-11.983,-10.107,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,01,07,-13.7,,-7.15,-6.55,,-25.44,,-16.983,-8.457,,-19.57,,-12.067,-7.503,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,01,08,-13.94,,-7.2,-6.74,,-24.38,,-17.083,-7.297,,-19.16,,-12.144,-7.016,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,01,09,-18.52,,-7.244,-11.276,,-24.65,,-17.194,-7.456,,-21.585,,-12.217,-9.368,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,01,10,-10.09,,-7.3,-2.79,,-21.08,,-17.3,-3.78,,-15.585,,-12.3,-3.285,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,01,11,-11.15,,-7.3,-3.85,,-18.89,,-17.356,-1.534,,-15.02,,-12.328,-2.692,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,01,12,-2.375,,-7.35,4.975,,-17.16,,-17.456,0.296,,-9.767,,-12.406,2.638,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,01,13,3.226,,-7.35,10.576,,-6.902,,-17.511,10.609,,-1.838,,-12.433,10.596,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,01,14,-1.957,,-7.394,5.437,,-8.45,,-17.567,9.117,,-5.203,,-12.478,7.274,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,01,15,3.506,,-7.406,10.912,,-9.15,,-17.622,8.472,,-2.822,,-12.511,9.689,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,01,16,-3.344,,-7.394,4.051,,-9.73,,-17.678,7.948,,-6.537,,-12.533,5.997,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,01,17,-0.205,,-7.394,7.189,,-13.93,,-17.728,3.798,,-7.067,,-12.561,5.494,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,01,18,5.317,,-7.394,12.712,,-7.41,,-17.783,10.373,,-1.046,,-12.589,11.543,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,01,19,2.17,,-7.394,9.564,,-15.32,,-17.783,2.463,,-6.575,,-12.589,6.014,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,01,20,-15.34,,-7.394,-7.946,,-25.01,,-17.783,-7.227,,-20.175,,-12.589,-7.586,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,01,21,-2.789,,-7.339,4.55,,-25.12,,-17.828,-7.292,,-13.954,,-12.583,-1.371,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,01,22,0.422,,-7.339,7.761,,-13.46,,-17.833,4.373,,-6.519,,-12.589,6.07,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,01,23,-12.21,,-7.294,-4.916,,-24.09,,-17.833,-6.257,,-18.15,,-12.567,-5.583,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,01,24,-12.79,,-7.239,-5.551,,-29.52,,-17.833,-11.687,,-21.155,,-12.539,-8.616,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,01,25,-6.902,,-7.239,0.337,,-27.04,,-17.778,-9.262,,-16.971,,-12.511,-4.46,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,01,26,-4.988,,-7.183,2.196,,-11.2,,-17.778,6.578,,-8.094,,-12.478,4.384,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,01,27,-2.38,,-7.128,4.748,,-10.08,,-17.722,7.642,,-6.23,,-12.422,6.192,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,01,28,-10.1,,-7.083,-3.017,,-28.3,,-17.711,-10.589,,-19.2,,-12.394,-6.806,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,01,29,-12.24,,-7.028,-5.212,,-27.74,,-17.656,-10.084,,-19.99,,-12.339,-7.651,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,01,30,-9.07,,-6.922,-2.148,,-21.28,,-17.6,-3.68,,-15.175,,-12.261,-2.914,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,01,31,-0.393,,-6.867,6.474,,-21.66,,-17.5,-4.16,,-11.026,,-12.183,1.157,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,02,01,6.895,,-6.811,13.706,,-6.322,,-17.444,11.122,,0.287,,-12.128,12.414,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,02,02,8.74,,-6.711,15.451,,-1.352,,-17.378,16.026,,3.694,,-12.044,15.738,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,02,03,10.65,,-6.656,17.306,,-3.6,,-17.278,13.678,,3.525,,-11.967,15.492,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,02,04,8.14,,-6.556,14.696,,-1.059,,-17.167,16.108,,3.541,,-11.861,15.402,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,02,05,13.24,,-6.444,19.684,,-1.789,,-17.056,15.267,,5.726,,-11.75,17.476,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,02,06,5.856,,-6.339,12.195,,-5.61,,-16.944,11.334,,0.123,,-11.644,11.768,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,02,07,12.46,,-6.228,18.688,,-7.25,,-16.833,9.583,,2.605,,-11.533,14.138,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,02,08,11.12,,-6.117,17.237,,-3.9,,-16.667,12.767,,3.61,,-11.394,15.004,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,02,09,5.486,,-6.017,11.503,,-8.63,,-16.556,7.926,,-1.572,,-11.283,9.712,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,02,10,-3.397,,-5.856,2.458,,-9.41,,-16.389,6.979,,-6.403,,-11.122,4.719,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,02,11,-3.237,,-5.739,2.502,,-11.27,,-16.222,4.952,,-7.253,,-10.978,3.724,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,02,12,1.959,,-5.578,7.537,,-9.25,,-16.1,6.85,,-3.646,,-10.839,7.193,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,02,13,0.527,,-5.467,5.994,,-9.41,,-15.933,6.523,,-4.441,,-10.7,6.259,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,02,14,-9.43,,-5.3,-4.13,,-21.42,,-15.722,-5.698,,-15.425,,-10.511,-4.914,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,02,15,-4.925,,-5.144,0.219,,-26.772,,-15.556,-11.217,,-15.848,,-10.35,-5.498,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,02,16,2.237,,-4.978,7.215,,-6.723,,-15.378,8.655,,-2.243,,-10.178,7.935,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,02,17,-5.492,,-4.811,-0.681,,-9.67,,-15.167,5.497,,-7.581,,-9.989,2.408,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,02,18,-3.871,,-4.633,0.762,,-9.4,,-14.989,5.589,,-6.636,,-9.811,3.176,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,02,19,-1.323,,-4.467,3.144,,-6.401,,-14.767,8.366,,-3.862,,-9.617,5.755,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,02,20,8.88,,-4.256,13.136,,-4.462,,-14.544,10.082,,2.209,,-9.4,11.609,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,02,21,3.761,,-4.078,7.839,,-5.427,,-14.322,8.895,,-0.833,,-9.2,8.367,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,02,22,-3.793,,-3.856,0.063,,-10.67,,-14.089,3.419,,-7.231,,-8.972,1.741,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,02,23,-9.13,,-3.633,-5.497,,-18.3,,-13.867,-4.433,,-13.715,,-8.75,-4.965,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,02,24,-5.963,,-3.411,-2.552,,-17.2,,-13.644,-3.556,,-11.581,,-8.528,-3.053,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,02,25,-2.476,,-3.189,0.713,,-15.74,,-13.411,-2.329,,-9.108,,-8.3,-0.808,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,02,26,-3.556,,-2.956,-0.601,,-11.51,,-13.183,1.673,,-7.533,,-8.067,0.534,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,02,27,-0.019,,-2.733,2.714,,-10.8,,-12.911,2.111,,-5.409,,-7.822,2.413,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,02,28,1.149,,-2.5,3.649,,-8.83,,-12.683,3.853,,-3.841,,-7.589,3.748,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,03,01,-8.83,,-2.222,-6.608,,-22.07,,-12.406,-9.664,,-15.45,,-7.311,-8.139,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,03,02,-15.76,,-1.994,-13.766,,-21.803,E,-12.172,-9.631,E,-18.782,E,-7.083,-11.698,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,03,03,2.598,,-1.717,4.314,,-16.66,,-11.894,-4.766,,-7.031,,-6.806,-0.226,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,03,04,12.71,,-1.439,14.149,,-3.025,,-11.661,8.636,,4.843,,-6.55,11.393,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,03,05,7.15,,-1.194,8.344,,-10.96,,-11.383,0.423,,-1.905,,-6.289,4.384,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,03,06,-4.113,,-0.922,-3.191,,-14.25,,-11.156,-3.094,,-9.181,,-6.039,-3.142,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,1991,03,07,3.697,,-0.633,4.331,,-13.51,,-10.878,-2.632,,-4.906,,-5.756,0.849,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,03,08,1.044,,-0.356,1.399,,-9.55,,-10.644,1.094,,-4.253,,-5.5,1.247,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,03,09,10.8,,-0.067,10.867,,-9.89,,-10.367,0.477,,0.455,,-5.217,5.672,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,03,10,5.73,,0.267,5.463,,-2.226,,-10.089,7.863,,1.752,,-4.911,6.663,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,03,11,7.78,,0.539,7.241,,-4.954,,-9.856,4.902,,1.413,,-4.661,6.074,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,03,12,-0.278,,0.828,-1.106,,-2.871,,-9.578,6.707,,-1.574,,-4.378,2.803,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,03,13,3.869,,1.117,2.752,,-4.244,,-9.35,5.106,,-0.187,,-4.117,3.929,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,03,14,3.207,,1.45,1.757,,-7.03,,-9.072,2.042,,-1.911,,-3.811,1.9,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,03,15,4.385,,1.733,2.652,,-5.874,,-8.839,2.965,,-0.744,,-3.556,2.811,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,03,16,3.816,,2.067,1.749,,-3.426,,-8.572,5.146,,0.195,,-3.256,3.451,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,1991,03,17,5.215,,2.356,2.859,,-2.207,,-8.339,6.132,,1.504,,-2.989,4.493,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,03,18,12.94,,2.689,10.251,,-4.764,,-8.061,3.297,,4.088,,-2.689,6.777,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,1991,03,19,17.49,,2.972,14.518,,-2.265,,-7.839,5.574,,7.613,,-2.433,10.046,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,1991,03,20,10.94,,3.294,7.646,,0.731,,-7.561,8.292,,5.836,,-2.133,7.969,,M,0.508,,M
